player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Tyler Fletcher,Scotland,Scotland,MF,19,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdoulaye Seck,Senegal,Senegal,DF,34,1992,,1,1,57,0.6,0,1,1,0,0,0,1,0,0,1.58,1.58,0,1.58,2,0,0,3.16,0,0,,57,14.6,57,0,0,,3,3,2,0,2,3.16,3.43,0,1,1,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Antoine Mendy,Senegal,Senegal,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assane Diao,Senegal,Senegal,MF,20,2005,Como,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,10,2.6,,0,1,10,3,3,1,0,1,9,9,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Bamba Dieng,Senegal,Senegal,FW,26,2000,Lorient,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,8,2.1,,0,1,8,3,0,1,1,0,0,-0.24,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Bara Sapoko Ndiaye,Senegal,Senegal,MF,18,2007,Bayern Munich,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,3.46,3.46,0,0,26,6.7,,0,1,26,3,0,0,1,-1,-3.46,-3.96,0,0,2,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Cherif Ndiaye,Senegal,Senegal,"FW,MF",30,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Hadji Malick Diouf,Senegal,Senegal,DF,21,2004,West Ham,3,2,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,57,43.8,72,1,1,28,1,0,2,6,-4,-2.11,-4.16,0,2,0,0,8,1,1,,,0,,,,,,,,,,,,,,,,,,
Habib Diarra,Senegal,Senegal,MF,22,2004,Sunderland,3,2,143,1.6,2,0,2,2,0,0,0,0,1.26,0,1.26,1.26,1.26,4,2,50,2.52,1.26,0.5,1,48,36.7,64,0,1,15,1,1,5,2,3,1.89,2.62,0,2,2,0,1,1,2,,,0,,,,,,,,,,,,,,,,,,
Ibrahim Mbaye,Senegal,Senegal,MF,18,2008,PSG,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0,0.57,0.57,0.57,4,1,25,2.29,0.57,0.25,1,39,40.3,56,0,3,34,0,0.75,4,6,-2,-1.15,-2.31,0,0,2,0,9,1,0,,,0,,,,,,,,,,,,,,,,,,
Idrissa Gueye,Senegal,Senegal,MF,36,1989,Everton,4,4,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,1.25,0.25,0,0,90,92.6,90,2,0,,0,0.75,9,7,2,0.5,3.6,0,2,2,0,1,2,4,,,0,,,,,,,,,,,,,,,,,,
Iliman Ndiaye,Senegal,Senegal,FW,26,2000,Everton,3,1,114,1.3,1,2,3,1,0,0,0,0,0.79,1.58,2.37,0.79,2.37,3,2,66.7,2.37,1.58,0.33,0.5,38,29.2,72,0,2,21,1,1,6,1,5,3.95,5.25,0,2,1,0,2,2,0,,,0,,,,,,,,,,,,,,,,,,
Ismail Jakobs,Senegal,Senegal,DF,26,1999,Galatasaray,3,2,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41,0,0,,73,56.2,91,1,1,37,1,1,8,3,5,2.05,4.16,0,2,0,0,18,2,2,,,0,,,,,,,,,,,,,,,,,,
Ismaila Sarr,Senegal,Senegal,"MF,FW",28,1998,Crystal Palace,4,4,364,4,4,1,5,4,0,0,0,0,0.99,0.25,1.24,0.99,1.24,17,6,35.3,4.2,1.48,0.24,0.67,91,93.3,91,2,0,,0,0.75,8,7,1,0.25,0.25,0,1,9,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,
Kalidou Koulibaly,Senegal,Senegal,DF,34,1991,Al-Hilal,2,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,81,41.3,81,1,0,,2,0,2,6,-4,-2.24,-4.2,0,0,0,0,0,2,1,,,0,,,,,,,,,,,,,,,,,,
Kr?pin Diatta,Senegal,Senegal,DF,27,1999,Monaco,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23,0,0,,98,100,98,4,0,,0,0.75,10,9,1,0.23,,0,4,6,0,12,3,10,,,0,,,,,,,,,,,,,,,,,,
Lamine Camara,Senegal,Senegal,MF,22,2004,Monaco,4,3,248,2.8,0,1,1,0,0,0,1,0,0,0.36,0.36,0,0.36,3,0,0,1.09,0,0,,62,63.6,64,0,1,55,0,0.75,3,7,-4,-1.45,-4.62,0,5,3,0,7,2,1,,,0,,,,,,,,,,,,,,,,,,
Mamadou Sarr,Senegal,Senegal,DF,20,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mory Diaw,Senegal,Senegal,GK,32,1993,Le Havre,3,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,79,61,105,2,1,28,1,1,8,3,5,1.89,4.26,0,0,2,0,0,0,0,,,0,3,2,238,3,1.13,7,4,57.1,1,0,1,1,50,1,1,0,0,0
Moussa Niakhat?,Senegal,Senegal,DF,30,1996,Lyon,4,4,390,4.3,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,1,0,0,0.23,0,0,,98,100,98,4,0,,0,0.75,10,9,1,0.23,,0,3,6,0,2,4,1,,,0,,,,,,,,,,,,,,,,,,
Nicolas Jackson,Senegal,Senegal,FW,24,2001,Bayern Munich,4,2,234,2.6,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,7,3,42.9,2.69,1.15,0,0,59,60,86,1,2,31,0,0.75,5,6,-1,-0.38,-1.54,0,2,0,5,1,1,2,,,0,,,,,,,,,,,,,,,,,,
Pape Gueye,Senegal,Senegal,MF,27,1999,Villarreal,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15,8,3,37.5,3.08,1.15,0.25,0.67,59,60,67,0,1,34,0,0.75,6,4,2,0.77,1.35,0,4,2,0,3,4,1,,,0,,,,,,,,,,,,,,,,,,
Pape Matar Sarr,Senegal,Senegal,MF,23,2002,Tottenham,2,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5.37,0,0,,34,17.2,,0,2,34,2,0,1,3,-2,-2.69,-3.52,0,1,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Path? Ciss,Senegal,Senegal,DF,32,1994,Rayo Vallecano,4,1,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,0.98,0.49,0,0,46,47.2,120,1,3,21,0,0.75,7,4,3,1.47,2.34,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Sadio Man?,Senegal,Senegal,"MF,FW",34,1992,Al-Nassr,4,4,362,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,6,3,50,1.49,0.75,0,0,91,92.8,91,3,0,,0,0.75,10,8,2,0.5,3.71,0,4,10,3,13,3,2,,,0,,,,,,,,,,,,,,,,,,
Yehvann Diouf,Senegal,Senegal,GK,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?douard Mendy,Senegal,Senegal,GK,34,1992,Al-Ahli,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,76,39,76,1,0,,0,0,2,6,-4,-2.37,-4.26,0,0,0,0,0,0,0,,,0,2,2,152,6,3.55,14,8,57.1,0,0,2,0,0,0,0,0,0,
Aubrey Modiba,South Africa,South Africa,DF,30,1995,Sundowns,4,4,346,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,20,1.3,0.26,0,0,87,96.1,87,3,0,,0,1,2,4,-2,-0.52,-0.52,0,4,6,2,11,4,5,,,0,,,,,,,,,,,,,,,,,,
Bradley Cross,South Africa,South Africa,DF,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evidence Makgopa,South Africa,South Africa,FW,26,2000,Orlando Pirates,4,2,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,75,1.67,1.26,0,0,54,59.7,88,1,2,20,0,1,2,0,2,0.84,3.32,0,1,1,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,
Ime Okon,South Africa,South Africa,DF,22,2004,Hannover 96,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0,,90,100,90,4,0,,0,1,2,4,-2,-0.5,,0,1,0,0,0,5,2,,,0,,,,,,,,,,,,,,,,,,
Iqraam Rayners,South Africa,South Africa,FW,30,1995,Sundowns,4,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.56,0,0,,40,44.7,70,0,2,11,0,1,0,4,-4,-2.24,-3.14,0,1,1,2,2,0,0,,,0,,,,,,,,,,,,,,,,,,
Jayden Adams,South Africa,South Africa,MF,25,2001,Sundowns,3,2,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,39,32.2,53,0,1,11,1,1.33,0,2,-2,-1.55,-1.55,0,0,0,0,0,2,0,,,0,,,,,,,,,,,,,,,,,,
Kamogelo Sebelebele,South Africa,South Africa,"DF,MF",23,2002,Orlando Pirates,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,7,1.9,,0,1,7,3,1,0,0,0,0,0.51,0,1,0,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,
Khuliso Mudau,South Africa,South Africa,DF,31,1995,Sundowns,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,4,0,,0,1,2,4,-2,-0.5,,0,4,10,1,3,11,8,,,0,,,,,,,,,,,,,,,,,,
Khulumani Ndamane,South Africa,South Africa,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyle Foster,South Africa,South Africa,FW,25,2000,Burnley,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.64,0,0,,55,15.3,55,0,0,,3,0,0,1,-1,-1.64,-1.34,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Mbekezeli Mbokazi,South Africa,South Africa,DF,20,2005,Chicago Fire,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,0.25,0,0,90,100,90,4,0,,0,1,2,4,-2,-0.5,,0,3,5,1,3,4,5,,,0,,,,,,,,,,,,,,,,,,
Nkosinathi Sibisi,South Africa,South Africa,DF,30,1995,Orlando Pirates,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,90,25,90,1,0,,3,0,0,2,-2,-2,-2,0,1,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Olwethu Makhanya,South Africa,South Africa,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswin Appollis,South Africa,South Africa,"MF,FW",24,2001,Orlando Pirates,4,3,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1.41,0.35,0,0,64,70.8,80,2,1,14,0,1,1,2,-1,-0.35,0.5,0,1,2,0,8,1,3,,,0,,,,,,,,,,,,,,,,,,
Relebohile Mofokeng,South Africa,South Africa,MF,21,2004,Orlando Pirates,3,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,1.6,0.53,0,0,56,46.9,62,0,1,45,1,1.33,2,0,2,1.07,2.95,0,3,2,0,2,0,2,,,0,,,,,,,,,,,,,,,,,,
Ricardo Goss,South Africa,South Africa,GK,32,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronwen Williams,South Africa,South Africa,GK,34,1992,Sundowns,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,4,0,,0,1,2,4,-2,-0.5,,0,0,0,0,0,1,0,,,0,4,4,360,4,1,15,11,73.3,1,1,2,1,25,0,0,0,0,
Samukele Kabini,South Africa,South Africa,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipho Chaine,South Africa,South Africa,GK,29,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphephelo Sithole,South Africa,South Africa,MF,27,1999,Tondela,3,3,229,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,76,63.6,76,2,0,,0,1,1,2,-1,-0.39,0.29,0,5,1,0,0,5,5,,,0,,,,,,,,,,,,,,,,,,
Teboho Mokoena,South Africa,South Africa,MF,29,1997,Sundowns,3,3,270,3,1,0,1,0,1,1,2,0,0.33,0,0.33,0,0,4,2,50,1.33,0.67,0,0,90,75,90,3,0,,0,0.33,1,4,-3,-1,-2,0,3,6,0,5,5,3,,,0,,,,,,,,,,,,,,,,,,
Thabang Matuludi,South Africa,South Africa,DF,27,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalente Mbatha,South Africa,South Africa,MF,26,2000,Orlando Pirates,4,2,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,25,1.38,0.35,0,0,65,72.2,90,2,2,40,0,1,2,3,-1,-0.35,0.55,0,4,0,0,4,5,2,,,0,,,,,,,,,,,,,,,,,,
Thapelo Maseko,South Africa,South Africa,"MF,FW",22,2003,,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,8,1,12.5,2.98,0.37,0.13,1,81,67.2,81,0,0,,1,1.33,2,1,1,0.37,2.66,0,4,10,0,2,2,1,,,0,,,,,,,,,,,,,,,,,,
Themba Zwane,South Africa,South Africa,"FW,MF",36,1989,Sundowns,1,0,23,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,23,6.4,,0,1,23,0,0,0,1,-1,-3.91,-3.65,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Tshepang Moremi,South Africa,South Africa,MF,25,2000,Orlando Pirates,2,0,34,0.4,0,1,1,0,0,0,0,0,0,2.65,2.65,0,2.65,0,0,,0,0,,,17,9.4,,0,2,17,2,1.5,1,1,0,0,0.55,0,1,1,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Aymeric Laporte,Spain,Spain,DF,32,1994,Athletic Club,8,8,727,8.1,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,5,2,40,0.62,0.25,0,0,91,96.9,91,6,0,,0,2.75,13,1,12,1.49,-2.43,0,5,4,0,1,14,3,,,0,,,,,,,,,,,,,,,,,,
Borja Iglesias,Spain,Spain,FW,33,1993,Celta Vigo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,0.1,,0,1,1,7,3,0,0,0,0,-1.56,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Dani Olmo,Spain,Spain,MF,28,1998,Barcelona,8,6,491,5.5,0,2,2,0,0,0,0,0,0,0.37,0.37,0,0.37,13,2,15.4,2.38,0.37,0,0,61,65.5,75,0,2,21,0,2.75,9,1,8,1.47,-0.27,0,6,10,0,1,1,5,,,0,,,,,,,,,,,,,,,,,,
David Raya,Spain,Spain,GK,30,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Garc?a,Spain,Spain,"DF,MF",25,2001,Barcelona,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,22,2.9,,0,1,22,7,3,1,0,1,4.09,2.61,0,1,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Fabi?n Ruiz Pe?a,Spain,Spain,MF,30,1996,PSG,8,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,8,2,25,2.24,0.56,0.13,0.5,40,42.8,66,0,4,15,0,2.75,4,1,3,0.84,-1.26,0,1,3,0,9,4,3,,,0,,,,,,,,,,,,,,,,,,
Ferran Torres,Spain,Spain,FW,26,2000,Barcelona,8,1,288,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,14,4,28.6,4.37,1.25,0.07,0.25,36,38.4,80,0,7,30,0,2.75,5,0,5,1.56,0,0,6,4,3,4,0,0,,,0,,,,,,,,,,,,,,,,,,
Gavi,Spain,Spain,FW,21,2004,Barcelona,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.18,0,0,,38,10.1,70,0,1,6,6,2,1,0,1,1.18,-0.42,0,2,1,0,2,1,2,,,0,,,,,,,,,,,,,,,,,,
Joan Garc?a,Spain,Spain,GK,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Yamal,Spain,Spain,"MF,FW",18,2007,Barcelona,8,7,614,6.8,1,0,1,1,0,0,0,0,0.15,0,0.15,0.15,0.15,27,12,44.4,3.96,1.76,0.04,0.08,77,81.9,85,4,1,20,0,2.75,12,1,11,1.61,0.29,0,14,9,7,34,2,9,,,0,,,,,,,,,,,,,,,,,,
Marc Cucurella,Spain,Spain,DF,27,1998,Chelsea,8,8,750,8.3,0,2,2,0,0,0,1,0,0,0.24,0.24,0,0.24,5,3,60,0.6,0.36,0,0,94,100,94,8,0,,0,2.75,14,1,13,1.56,,0,8,5,4,13,7,4,,,0,,,,,,,,,,,,,,,,,,
Marc Pubill,Spain,Spain,DF,22,2003,Atl?tico Madrid,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,0.1,,0,1,1,7,3,0,0,0,0,-1.56,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Marcos Llorente,Spain,Spain,DF,31,1995,Atl?tico Madrid,3,2,187,2.1,0,1,1,0,0,0,0,0,0,0.48,0.48,0,0.48,0,0,,0,0,,,62,24.9,90,2,1,7,5,2.33,1,0,1,0.48,-1.44,0,2,1,0,4,1,6,,,0,,,,,,,,,,,,,,,,,,
Mart?n Zubimendi,Spain,Spain,MF,27,1999,Arsenal,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,22,2.9,,0,1,22,7,3,1,0,1,4.09,2.61,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Mikel Merino,Spain,Spain,MF,29,1996,Arsenal,8,1,199,2.2,2,0,2,2,0,0,0,0,0.9,0,0.9,0.9,0.9,5,3,60,2.26,1.36,0.4,0.67,25,26.5,59,0,7,20,0,2.75,5,0,5,2.26,0.95,0,6,8,0,1,3,2,,,0,,,,,,,,,,,,,,,,,,
Mikel Oyarzabal,Spain,Spain,FW,29,1997,Real Sociedad,8,8,601,6.7,5,1,6,4,1,1,0,0,0.75,0.15,0.9,0.6,0.75,23,12,52.2,3.44,1.8,0.17,0.33,75,80.1,75,2,0,,0,2.75,10,1,9,1.35,-1.07,0,4,5,1,3,1,5,,,0,,,,,,,,,,,,,,,,,,
Nico Williams,Spain,Spain,MF,23,2002,Athletic Club,6,0,113,1.3,0,1,1,0,0,0,0,0,0,0.8,0.8,0,0.8,4,2,50,3.19,1.59,0,0,19,15.1,,0,6,19,2,2.67,2,0,2,1.59,0.04,0,2,1,1,9,1,1,,,0,,,,,,,,,,,,,,,,,,
Pau Cubars?,Spain,Spain,DF,19,2007,Barcelona,8,8,750,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,50,0.48,0.24,0,0,94,100,94,8,0,,0,2.75,14,1,13,1.56,,0,4,5,0,1,4,4,,,0,,,,,,,,,,,,,,,,,,
Pedri,Spain,Spain,MF,23,2002,Barcelona,8,5,499,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,40,0.9,0.36,0,0,62,66.5,78,1,3,36,0,2.75,10,0,10,1.8,0.73,0,4,5,1,13,10,8,,,0,,,,,,,,,,,,,,,,,,
Pedro Porro,Spain,Spain,DF,26,1999,Tottenham,6,6,563,6.3,2,0,2,2,0,0,0,0,0.32,0,0.32,0.32,0.32,7,3,42.9,1.12,0.48,0.29,0.67,94,75.1,94,5,0,,2,3,13,1,12,1.92,1.44,0,10,9,0,24,8,11,,,0,,,,,,,,,,,,,,,,,,
Rodri,Spain,Spain,MF,29,1996,Manchester City,8,8,724,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.87,0,0,,91,96.5,91,6,0,,0,2.75,13,1,12,1.49,-1.97,0,11,9,1,4,3,20,,,0,,,,,,,,,,,,,,,,,,
Unai Sim?n,Spain,Spain,GK,29,1997,Athletic Club,8,8,750,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,94,100,94,8,0,,0,2.75,14,1,13,1.56,,0,0,3,0,0,0,0,,,0,8,8,750,1,0.12,11,9,90.9,7,1,0,7,87.5,0,0,0,0,
V?ctor Mu?oz,Spain,Spain,MF,22,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y?remy Pino,Spain,Spain,"FW,MF",23,2002,Crystal Palace,2,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,35,9.3,,0,2,35,6,3,1,0,1,1.29,-0.3,0,2,0,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,
?lex Baena,Spain,Spain,"MF,FW",24,2001,Atl?tico Madrid,7,7,481,5.3,1,1,2,1,0,0,1,0,0.19,0.19,0.37,0.19,0.37,12,5,41.7,2.25,0.94,0.08,0.2,69,64.1,69,0,0,,1,3,10,1,9,1.68,0.35,0,13,7,2,41,2,5,,,0,,,,,,,,,,,,,,,,,,
?lex Grimaldo,Spain,Spain,"DF,MF",30,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Bernhardsson,Sweden,Sweden,MF,27,1998,Holstein Kiel,3,3,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0.41,0.41,0,0,72,60.3,72,0,0,,1,1.33,5,6,-1,-0.41,0.84,0,2,4,0,3,2,2,,,0,,,,,,,,,,,,,,,,,,
Alexander Isak,Sweden,Sweden,FW,26,1999,Liverpool,4,4,357,4,1,3,4,1,0,0,0,0,0.25,0.76,1.01,0.25,1.01,8,6,75,2.02,1.51,0.13,0.17,89,99.2,89,2,0,,0,1,6,10,-4,-1.01,-31.01,0,4,1,5,3,0,2,,,0,,,,,,,,,,,,,,,,,,
Anthony Elanga,Sweden,Sweden,"MF,FW",24,2002,Newcastle,4,2,217,2.4,2,0,2,2,0,0,0,0,0.83,0,0.83,0.83,0.83,3,3,100,1.24,1.24,0.67,0.67,54,60.3,90,2,2,19,0,1,3,5,-2,-0.83,-0.2,0,0,7,1,12,2,0,,,0,,,,,,,,,,,,,,,,,,
Benjamin Nygren,Sweden,Sweden,MF,24,2001,Celtic,4,2,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.69,0,0,,33,36.1,59,0,2,6,0,1,3,5,-2,-1.38,-0.99,0,3,0,0,5,0,0,,,0,,,,,,,,,,,,,,,,,,
Besfort Zeneli,Sweden,Sweden,MF,23,2002,Union SG,2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1.5,1.5,0,0,30,16.7,,0,2,30,2,0,1,2,-1,-1.5,-0.9,0,1,0,0,1,1,0,,,0,,,,,,,,,,,,,,,,,,
Carl Starfelt,Sweden,Sweden,DF,31,1995,Celta Vigo,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,1.1,,0,1,4,3,1,0,0,0,0,0.76,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Daniel Svensson,Sweden,Sweden,DF,24,2002,Dortmund,3,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.92,0,0,,33,27.2,81,0,2,9,1,1.33,1,3,-2,-1.84,-1.49,0,0,0,1,2,1,2,,,0,,,,,,,,,,,,,,,,,,
Elliot Stroud,Sweden,Sweden,MF,23,2002,Mj?llby,4,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.54,0,0,,42,46.1,70,0,2,14,0,1,3,3,0,0,1.39,0,3,1,0,4,3,0,,,0,,,,,,,,,,,,,,,,,,
Eric Smith,Sweden,Sweden,"DF,MF",29,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Gudmundsson,Sweden,Sweden,"MF,DF",27,1999,Leeds United,4,4,330,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,83,91.7,83,1,0,,0,1,5,10,-5,-1.36,-7.36,0,5,7,0,4,5,3,,,0,,,,,,,,,,,,,,,,,,
Gustaf Lagerbielke,Sweden,Sweden,DF,26,2000,Braga,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,0.75,0.25,0,0,90,100,90,4,0,,0,1,7,10,-3,-0.75,,0,1,3,1,1,5,5,,,0,,,,,,,,,,,,,,,,,,
Gustaf Nilsson,Sweden,Sweden,FW,29,1997,Club Brugge,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,,2,0.6,,0,1,2,3,0,0,0,0,0,0.75,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Herman Johansson,Sweden,Sweden,MF,28,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
